"study","outcome.name","hypothesis","condition.name","t_hypothesis"
"ShannonS2","tax credit effective","hyp2","Illegal without savings",1
"ShannonS2","tax credit effective","hyp3","Immigrant without savings",0
"ShannonS2","tax credit effective","hyp3","Immigrant",1
"ShannonS2","tax credit effective","hyp3","Illegal without savings",0
"ShannonS2","tax credit effective","hyp3","Illegal",1
"Silverman1035","Americans_Killed","hyp1","Control group: No Corrective Information",0
"Silverman1035","Americans_Killed","hyp1","Treatment 1: Corrective Information, No Elite Endorsement",1
"Silverman1035","Americans_Killed","hyp1","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Americans_Killed","hyp1","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Americans_Killed","hyp1","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Americans_Killed","hyp2","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Americans_Killed","hyp2","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Americans_Killed","hyp2","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Americans_Killed","hyp2","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Americans_Killed","hyp3","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Americans_Killed","hyp3","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Americans_Killed","hyp4","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Americans_Killed","hyp4","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_likely","hyp1","Control group: No Corrective Information",0
"Silverman1035","Terrorism_likely","hyp1","Treatment 1: Corrective Information, No Elite Endorsement",1
"Silverman1035","Terrorism_likely","hyp1","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Terrorism_likely","hyp1","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_likely","hyp1","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_likely","hyp2","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_likely","hyp2","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Terrorism_likely","hyp2","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_likely","hyp2","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_likely","hyp3","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_likely","hyp3","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_likely","hyp4","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_likely","hyp4","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_worry","hyp1","Control group: No Corrective Information",0
"Silverman1035","Terrorism_worry","hyp1","Treatment 1: Corrective Information, No Elite Endorsement",1
"Silverman1035","Terrorism_worry","hyp1","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Terrorism_worry","hyp1","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_worry","hyp1","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_worry","hyp2","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_worry","hyp2","Treatment 2: Corrective Information, Democratic Endorsement",1
"Silverman1035","Terrorism_worry","hyp2","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_worry","hyp2","Treatment 4: Corrective Information, Military Endorsement",1
"Silverman1035","Terrorism_worry","hyp3","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_worry","hyp3","Treatment 3: Corrective Information, Republican Endorsement",1
"Silverman1035","Terrorism_worry","hyp4","Treatment 1: Corrective Information, No Elite Endorsement",0
"Silverman1035","Terrorism_worry","hyp4","Treatment 4: Corrective Information, Military Endorsement",1
"Stoker1063","Anger","hyp1","HospDes_Pr_N",0
"Stoker1063","Anger","hyp1","HospDes_Pr_P",1
"Stoker1063","Anger","hyp1","MarDeb_Pr_N",0
"Stoker1063","Anger","hyp1","MarDeb_Pr_P",1
"Stoker1063","Anger","hyp1","DrinWat_Pr_N",0
"Stoker1063","Anger","hyp1","DrinWat_Pr_P",1
"Stoker1063","Anger","hyp1","HSAch_Pr_N",0
"Stoker1063","Anger","hyp1","HSAch_Pr_P",1
"Stoker1063","Serious","hyp1","HospDes_Pr_N",0
"Stoker1063","Serious","hyp1","HospDes_Pr_P",1
"Stoker1063","Serious","hyp1","MarDeb_Pr_N",0
"Stoker1063","Serious","hyp1","MarDeb_Pr_P",1
"Stoker1063","Serious","hyp1","DrinWat_Pr_N",0
"Stoker1063","Serious","hyp1","DrinWat_Pr_P",1
"Stoker1063","Serious","hyp1","HSAch_Pr_N",0
"Stoker1063","Serious","hyp1","HSAch_Pr_P",1
"Stoker1063","Worry","hyp1","HospDes_Pr_N",0
"Stoker1063","Worry","hyp1","HospDes_Pr_P",1
"Stoker1063","Worry","hyp1","MarDeb_Pr_N",0
"Stoker1063","Worry","hyp1","MarDeb_Pr_P",1
"Stoker1063","Worry","hyp1","DrinWat_Pr_N",0
"Stoker1063","Worry","hyp1","DrinWat_Pr_P",1
"Stoker1063","Worry","hyp1","HSAch_Pr_N",0
"Stoker1063","Worry","hyp1","HSAch_Pr_P",1
"Terman1029","donating to HRAC","hyp1","Rights Group Condemns Abuses Worldwide",0
"Terman1029","donating to HRAC","hyp1","International Rights Group Codemns Abuse in US",1
"Terman1029","donating to HRAC","hyp1","New York Rights Group Condemns Abuses in the United States",1
"Terman1029","donating to HRAC","hyp1","International Rights Group Condemns Abuses in the US- “reintegrative”",1
"Terman1029","donating to HRAC","hyp1","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"Terman1029","donating to HRAC","hyp2","International Rights Group Codemns Abuse in US",1
"Terman1029","donating to HRAC","hyp2","New York Rights Group Condemns Abuses in the United States",0
"Terman1029","donating to HRAC","hyp3","International Rights Group Condemns Abuses in the US- “reintegrative”",0
"Terman1029","donating to HRAC","hyp3","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"Terman1029","naitonalist superiority","hyp1","Rights Group Condemns Abuses Worldwide",0
"Terman1029","naitonalist superiority","hyp1","International Rights Group Codemns Abuse in US",1
"Terman1029","naitonalist superiority","hyp1","New York Rights Group Condemns Abuses in the United States",1
"Terman1029","naitonalist superiority","hyp1","International Rights Group Condemns Abuses in the US- “reintegrative”",1
"Terman1029","naitonalist superiority","hyp1","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"Terman1029","naitonalist superiority","hyp2","International Rights Group Codemns Abuse in US",1
"Terman1029","naitonalist superiority","hyp2","New York Rights Group Condemns Abuses in the United States",0
"Terman1029","naitonalist superiority","hyp3","International Rights Group Condemns Abuses in the US- “reintegrative”",0
"Terman1029","naitonalist superiority","hyp3","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"Terman1029","perception of domestic human rights conditions","hyp1","Rights Group Condemns Abuses Worldwide",0
"Terman1029","perception of domestic human rights conditions","hyp1","International Rights Group Codemns Abuse in US",1
"Terman1029","perception of domestic human rights conditions","hyp1","New York Rights Group Condemns Abuses in the United States",1
"Terman1029","perception of domestic human rights conditions","hyp1","International Rights Group Condemns Abuses in the US- “reintegrative”",1
"Terman1029","perception of domestic human rights conditions","hyp1","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"Terman1029","perception of domestic human rights conditions","hyp2","International Rights Group Codemns Abuse in US",1
"Terman1029","perception of domestic human rights conditions","hyp2","New York Rights Group Condemns Abuses in the United States",0
"Terman1029","perception of domestic human rights conditions","hyp3","International Rights Group Condemns Abuses in the US- “reintegrative”",0
"Terman1029","perception of domestic human rights conditions","hyp3","International Rights Group Condemns Abuses in the US- “stigmatic”",1
"WallaceS9","credibility","hyp1","Group 1",0
"WallaceS9","credibility","hyp1","Group 3",1
"WallaceS9","credibility","hyp1","Group 5",1
"WallaceS9","credibility","hyp1","Group 7",1
"WallaceS9","president_approval","hyp1","Group 1",0
"WallaceS9","president_approval","hyp1","Group 3",1
"WallaceS9","president_approval","hyp1","Group 5",1
"WallaceS9","president_approval","hyp1","Group 7",1
"Williamson859","Food stamps","hyp1","COND1",1
"Williamson859","Food stamps","hyp1","COND2",0
"Williamson859","Military","hyp1","COND1",1
"Williamson859","Military","hyp1","COND2",0
"Williamson859","Social Security","hyp1","COND1",1
"Williamson859","Social Security","hyp1","COND2",0
"berganS20","support","hyp1","1 [Republican with instruction]",0
"berganS20","support","hyp1","2 [Democrat with instruction]",1
"bolsenM6","Providing Personal Pronouns","hyp1","Baseline",1
"bolsenM6","Providing Personal Pronouns","hyp1","Descriptive Information",0
"bolsenM6","Providing Personal Pronouns","hyp2","Baseline",1
"bolsenM6","Providing Personal Pronouns","hyp2","Injunctive Norm",0
"bolsenM6","Providing Personal Pronouns","hyp3","Baseline",1
"bolsenM6","Providing Personal Pronouns","hyp3","Descriptive Information + Injunctive Norm",0
"bolsenM6","They/Them Pronouns in Forms","hyp1","Baseline",1
"bolsenM6","They/Them Pronouns in Forms","hyp1","Descriptive Information",0
"bolsenM6","They/Them Pronouns in Forms","hyp2","Baseline",1
"bolsenM6","They/Them Pronouns in Forms","hyp2","Injunctive Norm",0
"bolsenM6","They/Them Pronouns in Forms","hyp3","Baseline",1
"bolsenM6","They/Them Pronouns in Forms","hyp3","Descriptive Information + Injunctive Norm",0
"bolsenM6","Using They/Them Pronouns","hyp1","Baseline",1
"bolsenM6","Using They/Them Pronouns","hyp1","Descriptive Information",0
"bolsenM6","Using They/Them Pronouns","hyp2","Baseline",1
"bolsenM6","Using They/Them Pronouns","hyp2","Injunctive Norm",0
"bolsenM6","Using They/Them Pronouns","hyp3","Baseline",1
"bolsenM6","Using They/Them Pronouns","hyp3","Descriptive Information + Injunctive Norm",0
"brandtS1","coppock_dv_name","hyp1","2 [2]",1
"brandtS1","coppock_dv_name","hyp1","1 [1]",0
"bucci1408","Rewarding","hyp1","A: Drunk Driving, High Risk",0
"bucci1408","Rewarding","hyp1","A: Drunk Driving, Low Risk",1
"caprarielloS2","coppock_dv_name","hyp1","1 [Condition A]",0
"caprarielloS2","coppock_dv_name","hyp1","2 [Condition B]",1
"converseS16","coppock_dv_name","hyp1","3 [God-Self-American]",1
"converseS16","coppock_dv_name","hyp1","1 [Self-God-American]",0
"death_penalty","Favor Death Penalty","hyp1","innocent",1
"death_penalty","Favor Death Penalty","hyp1","race",0
"dennyS17","hardworking","hyp1","2 [2]",1
"dennyS17","hardworking","hyp1","1 [1]",0
"flavinS4","coppock_dv_name","hyp1","1 [FLAVIN Condition 1]",0
"flavinS4","coppock_dv_name","hyp1","2 [FLAVIN Condition 2]",1
"gashS5","coppock_dv_name","hyp1","1 [Court Prompt]",1
"gashS5","coppock_dv_name","hyp1","4 [No Prompt]",0
"immigration","Support for Immigration","hyp1","positive",1
"immigration","Support for Immigration","hyp1","negative",0
"jacobsenS7","coppock_dv_name","hyp1","1 [Condition A: performance index format]",0
"jacobsenS7","coppock_dv_name","hyp1","2 [Condition B: letter grade format]",1
"melloS6","coppock_dv_name","hyp1","5 [v5]",1
"melloS6","coppock_dv_name","hyp1","1 [v1]",0
"parmerS15","coppock_dv_name","hyp1","2 [experimental group 2]",1
"parmerS15","coppock_dv_name","hyp1","1 [experimental group 1]",0
"patriot_act","Patriot Act Support","hyp1","Pro",1
"patriot_act","Patriot Act Support","hyp1","Con",0
"pedullaS18","hiring recommendation","hyp1","1 [White Male/ White Straight]",0
"pedullaS18","hiring recommendation","hyp1","2 [Black Male/ Black Straight]",1
"piazzaS8","coppock_dv_name","hyp1","1 [1]",0
"piazzaS8","coppock_dv_name","hyp1","2 [2]",1
"shaferS9","coppock_dv_name","hyp1","1 [1]",0
"shaferS9","coppock_dv_name","hyp1","2 [2]",1
"system_threat","Way of Life","hyp1","craig_placebo",0
"system_threat","Way of Life","hyp1","craig_treatment",1
"thompsonS10","coppock_dv_name","hyp1","1 [High Fear]",0
"thompsonS10","coppock_dv_name","hyp1","2 [Plain Low Fear]",1
"turagaS11","coppock_dv_name","hyp1","1 [1]",1
"turagaS11","coppock_dv_name","hyp1","3 [3]",0
"wallaceS12","coppock_dv_name","hyp1","1 [1]",0
"wallaceS12","coppock_dv_name","hyp1","2 [2]",1
"willer845","SupportClinton","hyp1","Threat to Racial Status",0
"willer845","SupportClinton","hyp1","Control",1
"willer845","SupportTrump","hyp1","Threat to Racial Status",0
"willer845","SupportTrump","hyp1","Control",1
"willer845","SupportTrump","hyp2","Threat to Economic Security",0
"willer845","SupportTrump","hyp2","Control",1
"willer845","race_threat","hyp1","Threat to Racial Status",0
"willer845","race_threat","hyp1","Control",1
