study_id,study_label,condition,reference,outcome_key,outcome_text,scale_min,scale_max,scale_labels,n_treat,n_ref,mean_treat,mean_ref,sd_treat,sd_ref,ate,se,hypothesized_direction,reference_type,scale_flip,outcome_text_is_scale_only
ShannonS2,Are Americans Willing to Reject a Fiscal Benefit to Exclude Immigrants from Public Entitlements?,Illegal,Control,tax credit effective,Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree),1,5,1=Strongly disagree; 5=Strongly agree,422,407,3.32701,3.7199,1.25858,1.11204,-0.392888,0.0824135,,named_control,FALSE,TRUE
ShannonS2,Are Americans Willing to Reject a Fiscal Benefit to Exclude Immigrants from Public Entitlements?,Illegal without savings,Control,tax credit effective,Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree),1,5,1=Strongly disagree; 5=Strongly agree,417,407,3.23741,3.7199,1.20046,1.11204,-0.482492,0.0805869,,named_control,FALSE,TRUE
ShannonS2,Are Americans Willing to Reject a Fiscal Benefit to Exclude Immigrants from Public Entitlements?,Immigrant,Control,tax credit effective,Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree),1,5,1=Strongly disagree; 5=Strongly agree,395,407,3.56962,3.7199,1.1297,1.11204,-0.150281,0.0791792,,named_control,FALSE,TRUE
ShannonS2,Are Americans Willing to Reject a Fiscal Benefit to Exclude Immigrants from Public Entitlements?,Immigrant without savings,Control,tax credit effective,Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree),1,5,1=Strongly disagree; 5=Strongly agree,424,407,3.56604,3.7199,1.12793,1.11204,-0.153864,0.0777105,1,named_control,FALSE,TRUE
ShannonS2,Are Americans Willing to Reject a Fiscal Benefit to Exclude Immigrants from Public Entitlements?,Treatment,Control,tax credit effective,Please choose a number from 1 (Strongly disagree) to 5 (Strongly agree),1,5,1=Strongly disagree; 5=Strongly agree,415,407,3.7759,3.7199,1.04507,1.11204,0.0560019,0.0753002,,named_control,FALSE,TRUE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 1: Corrective Information, No Elite Endorsement",Control group: No Corrective Information,Americans_Killed,About how many Americans are killed each year by terrorism on U.S. soil?,1,3,"1=87; 3=87,000",262,260,1.0916,1.29615,0.314414,0.513133,-0.204551,0.0372831,1,named_control,FALSE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 2: Corrective Information, Democratic Endorsement",Control group: No Corrective Information,Americans_Killed,About how many Americans are killed each year by terrorism on U.S. soil?,1,3,"1=87; 3=87,000",276,260,1.14855,1.29615,0.430262,0.513133,-0.147603,0.04103,1,named_control,FALSE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 3: Corrective Information, Republican Endorsement",Control group: No Corrective Information,Americans_Killed,About how many Americans are killed each year by terrorism on U.S. soil?,1,3,"1=87; 3=87,000",277,260,1.1444,1.29615,0.434991,0.513133,-0.15175,0.0411802,1,named_control,FALSE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 4: Corrective Information, Military Endorsement",Control group: No Corrective Information,Americans_Killed,About how many Americans are killed each year by terrorism on U.S. soil?,1,3,"1=87; 3=87,000",258,260,1.16667,1.29615,0.457677,0.513133,-0.129487,0.0427154,1,named_control,FALSE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 1: Corrective Information, No Elite Endorsement",Control group: No Corrective Information,Terrorism_likely,How likely do you think it is that another terrorist attack causing large numbers of American lives to be lost will happen in the near future?,1,4,1=Not likely at all; 4=Very likely,253,250,2.83004,2.932,0.739186,0.775747,-0.10196,0.0675781,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 2: Corrective Information, Democratic Endorsement",Control group: No Corrective Information,Terrorism_likely,How likely do you think it is that another terrorist attack causing large numbers of American lives to be lost will happen in the near future?,1,4,1=Not likely at all; 4=Very likely,273,250,2.83516,2.932,0.856597,0.775747,-0.0968352,0.0713785,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 3: Corrective Information, Republican Endorsement",Control group: No Corrective Information,Terrorism_likely,How likely do you think it is that another terrorist attack causing large numbers of American lives to be lost will happen in the near future?,1,4,1=Not likely at all; 4=Very likely,270,250,2.85185,2.932,0.766574,0.775747,-0.0801481,0.067702,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 4: Corrective Information, Military Endorsement",Control group: No Corrective Information,Terrorism_likely,How likely do you think it is that another terrorist attack causing large numbers of American lives to be lost will happen in the near future?,1,4,1=Not likely at all; 4=Very likely,249,250,2.97189,2.932,0.692131,0.775747,0.0398876,0.0658104,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 1: Corrective Information, No Elite Endorsement",Control group: No Corrective Information,Terrorism_worry,How worried are you that you will become a victim of terrorism?,1,4,1=Not worried at all; 4=Very worried,259,256,2.08108,2.17969,0.790685,0.885027,-0.0986064,0.0739831,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 2: Corrective Information, Democratic Endorsement",Control group: No Corrective Information,Terrorism_worry,How worried are you that you will become a victim of terrorism?,1,4,1=Not worried at all; 4=Very worried,274,256,2.02555,2.17969,0.791024,0.885027,-0.15414,0.0730979,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 3: Corrective Information, Republican Endorsement",Control group: No Corrective Information,Terrorism_worry,How worried are you that you will become a victim of terrorism?,1,4,1=Not worried at all; 4=Very worried,274,256,1.99635,2.17969,0.782118,0.885027,-0.183337,0.0727473,1,named_control,TRUE,FALSE
Silverman1035,Can Factual Misperceptions be Corrected? An Experiment on American Public Fears of Terrorism,"Treatment 4: Corrective Information, Military Endorsement",Control group: No Corrective Information,Terrorism_worry,How worried are you that you will become a victim of terrorism?,1,4,1=Not worried at all; 4=Very worried,258,256,2.05814,2.17969,0.873581,0.885027,-0.121548,0.077573,1,named_control,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,New York Rights Group Condemns Abuses in the United States,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,383,380,1.08355,1.11316,0.277075,0.317203,-0.029607,0.0215692,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,Rights Group Condemns Abuses Worldwide,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,383,374,1.08355,1.09091,0.277075,0.287865,-0.00735818,0.020543,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “reintegrative”,Rights Group Condemns Abuses Worldwide,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,381,374,1.10499,1.09091,0.30694,0.287865,0.0140778,0.0216528,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,International Rights Group Condemns Abuses in the US- “reintegrative”,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,351,381,1.11681,1.10499,0.321651,0.30694,0.0118222,0.0232816,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,Rights Group Condemns Abuses Worldwide,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,351,374,1.11681,1.09091,0.321651,0.287865,0.0259,0.0227228,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",New York Rights Group Condemns Abuses in the United States,Rights Group Condemns Abuses Worldwide,donating to HRAC,"Are you willing to donate $1 to the Human Rights Action Committee to support their campaign to push for criminal justice reforms in the US? If you select 'Yes', a link to the donation page will appear at the end of this survey.",1,2,1=No; 2=Yes,380,374,1.11316,1.09091,0.317203,0.287865,0.0222488,0.0220534,1,hypothesis_pair,TRUE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,New York Rights Group Condemns Abuses in the United States,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,387,385,3.31266,3.3039,1.03709,1.0326,0.00876539,0.0744899,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,Rights Group Condemns Abuses Worldwide,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,387,372,3.31266,3.21774,1.03709,1.0427,0.0949196,0.0755109,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “reintegrative”,Rights Group Condemns Abuses Worldwide,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,384,372,3.27604,3.21774,0.97587,1.0427,0.0582997,0.0735029,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,International Rights Group Condemns Abuses in the US- “reintegrative”,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,350,384,3.17143,3.27604,1.11221,0.97587,-0.104613,0.0775519,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,Rights Group Condemns Abuses Worldwide,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,350,372,3.17143,3.21774,1.11221,1.0427,-0.0463134,0.0803552,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",New York Rights Group Condemns Abuses in the United States,Rights Group Condemns Abuses Worldwide,naitonalist superiority,"Please read the following statements and indicate your level of agreement or disagreement: 
The world would be a better place if other countries were more like the United States.",1,5,1=Strongly Disagree; 5=Strongly Agree,385,372,3.3039,3.21774,1.0326,1.0427,0.0861542,0.0754465,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,New York Rights Group Condemns Abuses in the United States,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,384,385,3.69531,3.7039,1.05384,1.0511,-0.0085836,0.0759062,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Codemns Abuse in US,Rights Group Condemns Abuses Worldwide,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,384,374,3.69531,3.65508,1.05384,1.06429,0.0402323,0.0769467,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “reintegrative”,Rights Group Condemns Abuses Worldwide,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,385,374,3.77922,3.65508,1.04113,1.06429,0.124141,0.0764467,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,International Rights Group Condemns Abuses in the US- “reintegrative”,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,351,385,3.74074,3.77922,1.07092,1.04113,-0.03848,0.0779929,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",International Rights Group Condemns Abuses in the US- “stigmatic”,Rights Group Condemns Abuses Worldwide,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,351,374,3.74074,3.65508,1.07092,1.06429,0.0856605,0.0793481,1,hypothesis_pair,FALSE,FALSE
Terman1029,"Human Rights Shaming, Compliance, and Nationalist Backlash",New York Rights Group Condemns Abuses in the United States,Rights Group Condemns Abuses Worldwide,perception of domestic human rights conditions,"Please read the following statements and indicate your level of agreement or disagreement:
The United States government needs to take concrete steps to reform the criminal justice system to ensure detainees’ human rights are protected.",1,5,1=Strongly Disagree; 5=Strongly Agree,385,374,3.7039,3.65508,1.0511,1.06429,0.0488159,0.0768003,1,hypothesis_pair,FALSE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND1,CONTROL,Food stamps,"Should federal spending on the following be increased, decreased, or kept about the same?
Food stamps",1,3,1=Kept about the same; 3=Increased,504,514,1.7996,1.80739,0.798557,0.784762,-0.00778982,0.0496329,,named_control,TRUE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND2,CONTROL,Food stamps,"Should federal spending on the following be increased, decreased, or kept about the same?
Food stamps",1,3,1=Kept about the same; 3=Increased,504,514,1.77778,1.80739,0.771138,0.784762,-0.0296152,0.048765,,named_control,TRUE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND1,CONTROL,Military,"Should federal spending on the following be increased, decreased, or kept about the same?
Military",1,3,1=Kept about the same; 3=Increased,503,514,2.167,2.1537,0.851495,0.875103,0.0133015,0.0541418,,named_control,TRUE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND2,CONTROL,Military,"Should federal spending on the following be increased, decreased, or kept about the same?
Military",1,3,1=Kept about the same; 3=Increased,504,514,2.19246,2.1537,0.844031,0.875103,0.0387638,0.0538829,,named_control,TRUE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND1,CONTROL,Social Security,"Should federal spending on the following be increased, decreased, or kept about the same?
Social Security",1,3,1=Kept about the same; 3=Increased,503,513,2.36183,2.35478,0.906096,0.902937,0.0070532,0.0567582,,named_control,TRUE,FALSE
Williamson859,“The Taxpayer Gap”: Perceptions of the Taxpaying Population and Opposition to Welfare Spending,COND2,CONTROL,Social Security,"Should federal spending on the following be increased, decreased, or kept about the same?
Social Security",1,3,1=Kept about the same; 3=Increased,505,513,2.35248,2.35478,0.907704,0.902937,-0.00230058,0.0567522,,named_control,TRUE,FALSE
berganS20,The Flexible Correction Model and Party Labels,2 [Democrat with instruction],1 [Republican with instruction],support,"Please indicate to what extent you agree with the following statements about the Independent Payment Advisory Board, the proposed commission that would limit federal spending on health care by paying only for procedures that have demonstrated medical value. 
I support establishing the Independent Payment Advisory Board",1,7,1=Disagree strongly; 7=Agree strongly,500,483,3.052,2.80745,1.71206,1.59427,0.244547,0.105473,1,hypothesis_t0,FALSE,FALSE
brandtS1,Onset and Offset Controllability in Perceptions and Reactions to Home Mortgage Foreclosures,2 [2],1 [1],coppock_dv_name,How much control did these people have over getting into their current financial situation?,1,7,1=No control; 7=Complete control,1099,1098,4.95905,5.9235,1.47139,1.31035,-0.964444,0.0594452,1,hypothesis_t0,FALSE,FALSE
death_penalty,Persuasion and Resistance: Race and the Death Penalty in America,innocent,race,Favor Death Penalty,Do you favor or oppose the death penalty for persons convicted of murder?,1,4,1=Strongly Oppose; 4=Strongly Favor,1038,1152,2.36609,2.55208,1.09566,1.12351,-0.185995,0.0474578,1,hypothesis_t0,FALSE,FALSE
dennyS17,"Examining the ‘Raced’ Fatherhood Premium: Workplace Evaluations of Men by Race, Fatherhood Status, and Level of Involvement",2 [2],1 [1],hardworking,Please choose a number from 1 (Not at all hardworking) to 5 (Extremely hardworking),1,5,1=Not at all hardworking; 5=Extremely hardworking,302,292,3.99338,3.84932,0.73811,0.666761,0.144062,0.0576758,1,hypothesis_t0,FALSE,TRUE
flavinS4,Public Attitudes about Political Equality,2 [FLAVIN Condition 2],1 [FLAVIN Condition 1],coppock_dv_name,"How about you, do you strongly support, somewhat support, neither support nor oppose, somewhat oppose, or strongly oppose promoting political equality?",1,5,1=Strongly support; 5=Strongly oppose,898,875,1.73719,2.28229,0.944371,0.991541,-0.545092,0.046008,1,hypothesis_t0,FALSE,FALSE
gashS5,Understanding How Policy Venue Influences Public Opinion,1 [Court Prompt],4 [No Prompt],coppock_dv_name,Please choose a number from 1 (Strongly agree) to 4 (Strongly disagree),1,4,1=Strongly agree; 4=Strongly disagree,1030,985,1.7534,2.3066,0.810142,0.88541,-0.553201,0.0378563,1,named_control,FALSE,TRUE
immigration,"What Triggers Public Opposition to Immigration? Anxiety, Group Cues, and Immigration Threat",positive,negative,Support for Immigration,"Do you think the number of immigrants from foreign countries who are permitted to come to the United States to live should be increased a lot, increased a little, left the same as it is now, decreased a little, or decreased a lot?",1,5,1=Decreased a lot; 5=Increased a lot,1016,973,3.0128,2.68448,1.14678,1.19676,0.328314,0.0525964,1,hypothesis_t0,FALSE,FALSE
jacobsenS7,Informing the Public or Information Overload? The influence of school accountability data format and on public satisfaction,2 [Condition B: letter grade format],1 [Condition A: performance index format],coppock_dv_name,"Satisfaction means many things. Overall, how SATISFIED are you with Oak School based on these data?",1,7,1=Very dissatisfied; 7=Very satisfied,775,759,5.42452,4.6996,1.23228,1.37424,0.724911,0.0666901,1,hypothesis_t0,FALSE,FALSE
melloS6,Patient Responses to Medical Error Disclosure: Does Compensation Matter?,5 [v5],1 [v1],coppock_dv_name,How likely would you be to seek legal advice about suing Dr. S?,1,4,1=Very unlikely; 4=Very likely,321,319,2.76947,3.18495,0.979382,0.883261,-0.415483,0.0737139,1,hypothesis_t0,FALSE,FALSE
parmerS15,Smallpox Vaccine Recommendations: Could Trust be a Shot in the Arm?,2 [experimental group 2],1 [experimental group 1],coppock_dv_name,"The smallpox outbreak scenario you just read is fictional.  However, it is important that you consider what your actual responses and behavior would be in such a scenario. For the following items, please base your responses according to the scenario you just read.

If you had to make a decision now, would you get the recommended smallpox vaccine?",0,1,0=No; 1=Yes,1329,1277,0.86155,0.87314,0.345502,0.332946,-0.0115901,0.0132901,1,hypothesis_t0,FALSE,FALSE
patriot_act,Dynamic Public Opinion: Communication Effects over Time,Pro,Con,Patriot Act Support,Do you oppose or support the Patriot Act?,1,7,1=Oppose very strongly; 7=Support very strongly,1182,1176,4.48308,3.30527,1.81516,1.7351,1.17781,0.0731265,1,hypothesis_t0,FALSE,FALSE
pedullaS18,"The Mechanisms of Labor Market Discrimination: How Sex, Gender Role, and Sexual Orientation Treatments Impact Evaluations of Black Male Job Applicants",2 [Black Male/ Black Straight],1 [White Male/ White Straight],hiring recommendation,Would you recommend hiring this applicant for the position?,0,1,0=no; 1=yes,303,317,0.89769,0.883281,0.303557,0.321593,0.014409,0.0251071,1,hypothesis_t0,FALSE,FALSE
piazzaS8,Terrorism Suspect Religious Identity and Public Support for Controversial Detention and Interrogation Practices,2 [2],1 [1],coppock_dv_name,"Please tell us if you would support or oppose each of these items as a method of getting information from a suspect in the case described earlier:
Applying electric shocks to the suspect.",1,5,1=strongly support; 5=strongly oppose,677,625,3.64254,3.672,1.25664,1.23241,-0.0294594,0.0690123,1,hypothesis_t0,FALSE,FALSE
senS81,Understanding Ideal Descriptive Representation,Gender-PopulationStatistics,Gender-Control,ideal_gender_male,"In your opinion, what would be the ideal composition of the U.S. House of Representatives in terms of gender? 
Percentages must add to 100.
A. Male",0,100,0=0%; 100=100%,652,637,51.5598,53.0675,10.1551,10.9272,-1.50769,0.587889,,named_control,FALSE,FALSE
senS81,Understanding Ideal Descriptive Representation,Gender-PopulationStatistics_StatusQuo,Gender-Control,ideal_gender_male,"In your opinion, what would be the ideal composition of the U.S. House of Representatives in terms of gender? 
Percentages must add to 100.
A. Male",0,100,0=0%; 100=100%,666,637,53.048,53.0675,12.7635,10.9272,-0.0194559,0.657304,,named_control,FALSE,FALSE
shaferS9,Why Hillary Rodham Became Hillary Clinton: Consequences of Non-Traditional Last Name Choice in Marriage,2 [2],1 [1],coppock_dv_name,Please rate how committed you think Carol is as an employee.,1,5,1=Extremely committed; 5=Not at all committed,846,864,2.93853,2.99074,0.805898,0.823979,-0.0522065,0.0394146,1,hypothesis_t0,FALSE,FALSE
system_threat,On the Precipice of a “Majority-Minority” America: Perceived Status Threat From the Racial Demographic Shift Affects White Americans’ Political Ideology,craig_treatment,craig_placebo,Way of Life,Please indicate how much you agree or disagree with the following statement: The American way of life is seriously threatened.,1,5,1=Strongly Disagree; 5=Strongly Agree,709,746,2.61354,2.78552,1.13378,1.17678,-0.171983,0.0605754,1,named_control,FALSE,FALSE
thompsonS10,"Terrorist Threat: Overreactions, Underreactions, and Realistic Reaction",2 [Plain Low Fear],1 [High Fear],coppock_dv_name,"To what extent do these statement describe your thoughts about terrorist attacks?
I am concerned about terrorist attacks.",1,7,1=Not at all; 7=Very much,884,861,3.59502,3.69338,1.73858,1.72703,-0.0983572,0.0829665,1,hypothesis_t0,FALSE,FALSE
turagaS11,"Environmental Values, Beliefs, and Behavior",1 [1],3 [3],coppock_dv_name,"Given this information and the information on the previous screen, how unwilling or willing are you to engage in the following activities?
Write a letter to your local newspaper supporting stronger mercury control policies.",1,5,1=Very unwilling; 5=Very willing,615,564,2.90894,2.68262,1.23263,1.16962,0.226319,0.0699721,1,hypothesis_t0,FALSE,FALSE
wallaceS12,The Reputational Consequences of International Law and Compliance,2 [2],1 [1],coppock_dv_name,The United States is currently thinking about signing an agreement with this country that would involve cooperation over military issues. Would you support or oppose the United States signing a military agreement with this country?,1,5,1=Strongly support; 5=Strongly oppose,436,485,2.59862,3.53814,1.02021,1.06459,-0.93952,0.0687316,1,hypothesis_t0,FALSE,FALSE
